parksid,gardenname,jurisdiction,borough,address,cross_streets,zipcode,bbl,lotsize,areacovered,status,openhrssu,openhrsm,openhrstu,openhrsw,openhrsth,openhrsf,openhrssa,coundist,communityboard,nta,census_tract,congressionaldist,assemblydist,statesenatedist,policeprecinct,longitude,latitude,point_geometry_wgs84
B399-GT001,Garden of Union (Annie's Garden),DPR,Brooklyn,634 Union Street,4th & 5th Avenues,11215,3009550013,1520.0,Full Lot,Active,9:00 a.m. - 11:00 a.m. &  4:00 p.m.- 6:00 p.m.,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,4:00 p.m. - 6:00 p.m.,CLOSED,9:00 a.m. - 11:00 a.m. &  4:00 p.m.- 6:00 p.m.,39,306,BK37 /,133.0,10,52,26,78,-73.982565,40.676961,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00nLOX\xE2~R\xC0n\xD5u\xA8\xA6VD@
B383-GT001,Success Garden - East New York,DPR,Brooklyn,461 Williams Avenue,Livonia and Dumont Ave.,11207,3038020001,,,Active,CLOSED,9:30 p.m. - 12:30 p.m.,9:30 p.m. - 12:30 p.m.,9:30 p.m. - 12:30 p.m.,9:30 p.m. - 12:30 p.m.,CLOSED,9:30 p.m. - 4:30 p.m.,42,305,BK85 /,1130.0,8,60,19,75,-73.897501,40.664694,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x27\xC8\x08\xA8pyR\xC0y\xECg\xB1\x14UD@
B058-GT002,Nick's Garden,DPR,Brooklyn,776 LORIMER STREET,Lorimer and Bayard Streets,11211,3026960001,,,Not GreenThumb,,,,,,,,33,301,BK73 /,515.0,7,50,59,94,-73.950649,40.720218,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00h>\xE7n\xD7|R\xC0\xC9\xFEy\x1A0\x5CD@
B516-GT001,Powell Street Garden,DPR,Brooklyn,410 Livonia Avenue,Powell Street and Junius Street,11212,3038140120,20000.0,Full Lot,Active,,9:00 a.m. - 1:00 p.m.,9:00 a.m. - 1:00 p.m.,9:00 a.m. - 1:00 p.m.,9:00 a.m. - 1:00 p.m.,9:00 a.m. - 1:00 p.m.,,42,316,BK81 /,918.0,8,55,19,73,-73.901847,40.663361,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xBA\xBFz\xDC\xB7yR\xC0\x938d\x03\xE9TD@
QGT028,Sunset Community Garden,DOE (DPR),Queens,18-34 Willoughby Avenue,Onderdonk Avenue and Seneca Avenue,11385,4034150015,9500.0,Partial Lot,Active,5:00 p.m. - 7:00 p.m.,CLOSED,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,34,405,QN20 /,539.01,7,37,18,104,-73.916937,40.708407,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x83\xDF\x86\x18\xAFzR\xC0\xF5\xA0\xA0\x14\xADZD@
QGT013,Smiling Hogshead Ranch,MTA,Queens,25-30 Skillman Avenue,Pearson Place & 49th Avenue,11101,4001000002,,,Active,,,,,,,,26,402,QN31 /,1.04,7,37,59,108,-73.943472,40.743163,"\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00F,b\xD8a|R\xC0uL\x16\xF7\x1F_D@"
QGT004,Dunton Community Garden,BQLT,Queens,143-01 Shore Avenue,Shore Ave and 107th Ave,11435,4100720018,,,Active,,,5:00p - 8:00p,,5:00p - 8:00p,,9:00a - 5:00p,28,412,QN01 /,198.0,5,32,10,103,-73.805801,40.689639,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00b\x85[>\x92sR\xC0\xE8\x85;\x17FXD@
Q519-GT001,Garden of Resilience,DPR,Queens,179-18 145th Drive,,11434,4133440032,2605.0,,Active,CLOSED,8:00 a.m. - 10:30 a.m.,CLOSED,9:30 a.m. - 11:30 a.m.,CLOSED,8:00 a.m. - 12:00 p.m.,9:00 a.m. - 3:00 p.m.,31,413,QN03 /,320.0,5,31,10,116,-73.765668,40.66381,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\xE6Z\xB4\x00qR\xC0\xFF`\xE0\xB9\xF7TD@
Q511-GT001,The Garden By The Bay,DPR,Queens,480 Beach 43rd Street,Edgemere Drive and Norton Basin,11691,4159600043,7600.0,Full Lot,Active,10:00 a.m. - 3:00 p.m.,CLOSED,10:00 a.m. - 3:00 p.m.,CLOSED,2:00 p.m. - 7:00 p.m.,CLOSED,10:00 a.m. - 3:00 p.m.,31,414,QN12 /,972.06,5,31,10,101,-73.774778,40.598131,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00B\xEAv\xF6\x95qR\xC0\xA6\xDC}\x8E\x8FLD@
Q490-GT001,Phoenix Gate Community Garden,DPR,Queens,171-03 120th Avenue,"120th Avenue, 172nd St, 171st St. and Victoria Drive",11434,4123750220,,,Active,10:00a - 6:00p,,,,,,10:00a - 6:00p,28,412,QN08 /,282.0,5,29,10,113,-73.774076,40.683284,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x95\x27\x10v\x8AqR\xC0\xA6\xF0\xA0\xD9uWD@
Q448-GT001,Senior Citizen Garden Club,DPR,Queens,177-01 Baisley Boulevard,116th Ave. and 175th St. (inside park),11434,4124060180,,,Not GreenThumb,,,,,,,,27,412,QN08 /,426.0,5,29,14,113,-73.772048,40.687913,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00M\xBC\x03<iqR\xC0&\xBF~\x88\x0DXD@
Q300-GT001,Evergreen Community Garden,DPR,Queens,47-32 Colden Street,Juniper and Colden,11355,4051560001,,,Active,,8:00a - 6:00p,8:00a - 6:00p,8:00a - 6:00p,8:00a - 6:00p,8:00a - 6:00p,8:00a - 6:00p,20,407,QN62 /,837.0,6,25,16,109,-73.820845,40.748464,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00s\x85w\xB9\x88tR\xC0\xDE\x1D\x19\xAB\xCD_D@
MGT018,103rd Street Community Garden,NYRP,Manhattan,105 East 103rd Street,Lexington & Park Avenues,10029,1016310002,2176.0,Full Lot,Active,,,,,,,,8,111,MN33 /,166.0,13,68,29,23,-73.948556,40.790927,"\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00,\x9B9$\xB5|R\xC0\x00C\x8F\x18=eD@"
B517-GT001,Phoenix Community Garden,DPR,Brooklyn,16 Somers Street,Corner of Fulton & Somers,11233,3015410007,1007.0,Full Lot,Active,11:00 a.m. - 3:00 p.m.,CLOSED,CLOSED,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,11:00 a.m. - 4:00 p.m.,41,316,BK79 /,371.0,8,55,25,73,-73.912521,40.67859,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00r\xFAz\xBEfzR\xC0B\xB2\x80\x09\xDCVD@
B512-GT001,It's All About Brownsville,DPR,Brooklyn,754 Thomas Boyland Street,At Livonia Avenue,11212,3035860041,1488.0,Full Lot,Active,8:00 a.m. - 9:00 a.m.,CLOSED,8:00 a.m. - 12:00 p.m.,8:00 a.m. - 10:00 a.m.,9:00 a.m. - 11:00 a.m. & 2:00 p.m. - 4:00 p.m.,CLOSED,10:00 a.m. - 2:00 p.m,41,316,BK81 /,898.0,8,55,25,73,-73.911973,40.661978,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00ru\x00\xC4]zR\xC0\xF1U\xF2\xB1\xBBTD@
MGT099,Rev. Linnette C. Williamson Memorial Park,PRI,Manhattan,65 West 128th Street,5th Avenue/Lennox,10027,1017260011,,,Not GreenThumb,,,,,,,,9,110,MN03 /,208.0,13,70,30,32,-73.942924,40.809454,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00D\xA7\xE7\xDDX|R\xC0\xE6\xCEL0\x9CgD@
MGT033,West 181st Street Beautification Project,DOT,Manhattan,814 West 181st Street,Pinehurst Avenue and West 181st Street,10033,1021770100,,,Closed (Construction),12:00 a.m. to 11:59 p.m.,12:00 a.m. to 11:59 p.m.,12:00 a.m. to 11:59 p.m.,12:00 a.m. to 11:59 p.m.,12:00 a.m. to 11:59 p.m.,12:00 a.m. to 11:59 p.m.,12:00 a.m. to 11:59 p.m.,10,112,MN36 /,265.0,13,71,31,34,-73.939075,40.85084,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00p_\x07\xCE\x19|R\xC0y\x10;S\xE8lD@
B390-GT001,Urban Meadow,DPR,Brooklyn,125 Van Brunt Street,Corner of President & Van Brunt Streets,11231,3003410061,3375.0,Full Lot,Active,9:00 a.m. - 2:00 p.m.,CLOSED,CLOSED,CLOSED,9:00 a.m. - 7:00 p.m.,CLOSED,9:00 a.m. - 2:00 p.m.,39,306,BK33 /,51.0,10,51,26,76,-74.005286,40.684467,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x1BH\x17\x9BV\x80R\xC0{\x18Z\x9D\x9CWD@
B410-GT001,Backyard Garden,DPR,Brooklyn,69 Hamilton Avenue,At Van Brunt Street,11231,3003520006,1389.0,Full Lot,Active,10:00 a.m. to 3:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,10:00 a.m. to 3:00 p.m.,39,306,BK33 /,51.0,10,51,26,76,-74.005585,40.683223,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00H\x160\x81[\x80R\xC0\x00p\xEC\xD9sWD@
B517-GT001,Phoenix Community Garden,DPR,Brooklyn,16 Somers Street,Corner of Fulton & Somers,11233,3015410007,1140.0,Full Lot,Active,11:00 a.m. - 3:00 p.m.,CLOSED,CLOSED,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,11:00 a.m. - 4:00 p.m.,41,316,BK79 /,371.0,8,55,25,73,-73.912521,40.67859,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00r\xFAz\xBEfzR\xC0B\xB2\x80\x09\xDCVD@
B471-GT001,Green Gems,DPR,Brooklyn,147 Fountain Avenue,Glenmore Ave. & Liberty Ave.,11208,2041910008,2500.0,Full Lot,Active,CLOSED,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,CLOSED,37,305,BK82 /,1196.0,7,54,19,75,-73.875415,40.676659,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00b\xDB\xA2\xCC\x06xR\xC0\xA6\xC5\x19\xC3\x9CVD@
MGT091,Third Street Children's Garden (P.S. 63 - Neighborhood School),DOE,Manhattan,150 EAST 4 STREET,1st Avenue & Avenue A,10009,1004310014,,,Not GreenThumb,,,,,,,,2,103,MN22 /,32.0,10,74,27,9,-73.986215,40.724438,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xC7\xF4\x84%\x1E\x7FR\xC0d\xFDfb\xBA\x5CD@
MGT039,Maggie's Garden,NYRP,Manhattan,564 West 149th Street,Amsterdam & Broadway,10031,1020800058,,,Active,2:00 p.m. to 4:00 p.m.,Noon to 4:00 p.m.,Noon to 4:00 p.m. & 6:00 p.m. to 8:00 p.m.,Noon to 4:00 p.m. & 6:00 p.m. to 8:00 p.m.,Noon to 4:00 p.m. & 6:00 p.m. to 8:00 p.m.,12:30 p.m. to 2:30 p.m.,,7,109,MN04 /,233.0,13,71,30,30,-73.948126,40.828532,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x000\x9F\xAC\x18\xAE|R\xC0C\xD8)V\x0DjD@
MGT034,El Sol Brillante Garden,PRI,Manhattan,522-528 East 12th Street,Avenues A & B,10009,1000405019,,,Not GreenThumb,,,,,,,,2,103,MN22 /,34.0,10,74,27,9,-73.98029,40.728398,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x22\xA6D\x12\xBD~R\xC0a<J%<]D@
MGT022,La Casita,NYRP,Manhattan,223 E. 119th Street,2nd & 3rd Avenue,10035,1017840011,,,Active,,,,,,,,8,111,MN34 /,194.0,13,68,29,25,-73.937486,40.799658,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00N\x9DG\xC5\xFF{R\xC0\x0D\xFE~1[fD@
MGT013,Serenity Gardens,MLT,Manhattan,522 West 146th Street,Amsterdam Ave. and Broadway,10031,1020770043,,,Active,,,,,,,,7,109,MN04 /,229.0,13,71,30,30,-73.948297,40.826155,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00Fy\xE6\xE5\xB0|R\xC0\xA36qr\xBFiD@
M401-GT001,Lydia's Magic Garden (El Girasol Magic Garden),DPR,Manhattan,1665 Park Avenue,117th St. and 118th Street,10035,1016450070,,,Active,10:00 p.m. - 1:00 p.m.,CLOSED,9:00 a.m. - 11:00 a.m.,7:30 a.m. - 9:00 a.m. & 5:30 p.m. - 7:30 p.m.,CLOSED,CLOSED,9:00 a.m. - 12:00 p.m.,8,111,MN34 /,182.0,13,68,30,25,-73.942206,40.800083,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x14\x06e\x1AM|R\xC0\xF2\x8A\xA7\x1EifD@
M392-GT001,Olga's El Gallo Community Garden,DPR,Manhattan,1891-1895 Lexington Avenue,At E. 118th Street,10035,1016450051,,,Active,9:00 a.m. - 11:00 a.m.,CLOSED,7:00 a.m. - 8:30 a.m.,5:30 pm - 7:00 p.m.,3:30 p.m. - 6:00 p.m.,7:00 a.m. - 9:30 a.m.,9:30 a.m. - 1:00 p.m.,8,111,MN34 /,182.0,13,68,30,25,-73.940574,40.799665,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF2]J]2|R\xC0\xBF`7l[fD@
M356-GT001,Harlem Roots Community Garden,DPR,Manhattan,203 W. 120th Street,Adam C. Powell Blvd. & Street Nicholas Avenue,10027,1019260027,,,Active,9:00 a.m. - 1:00 p.m.,CLOSED,CLOSED,3:00 p.m -5:00 p.m.,CLOSED,CLOSED,9:00 a.m. - 1:00 p.m.,9,110,MN11 /,220.0,13,70,30,28,-73.951109,40.806224,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x9A{H\xF8\xDE|R\xC0\x0C\xA0\x18Y2gD@
M329-GT001,Garden of the Humanitarians,DPR,Manhattan,272 East 4th Street,Avenues B & C,10009,1003860022,,,Active,9:00a - 5:00p,9:00a - 5:00p,9:00a - 5:00p,9:00a - 5:00p,9:00a - 5:00p,9:00a - 5:00p,9:00a - 5:00p,2,103,MN28 /,26.01,10,65,27,9,-73.981377,40.722552,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xFB\x02z\xE1\xCE~R\xC0j\xD4|\x95|\x5CD@
M324-GT001,Earth People,DPR,Manhattan,333 East 8th Street,Avenues B & C,10009,1003910042,,,Active,8:00 a.m. - 5:00 p.m.,CLOSED,CLOSED,CLOSED,6:00 p.m. - 8:00 p.m.,6:00 p.m. - 8:00 p.m.,8:00 a.m. - 5:00 p.m.,2,103,MN28 /,26.02,10,74,27,9,-73.978963,40.725161,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x9E?mT\xA7~R\xC0\xD7\xAA]\x13\xD2\x5CD@
M310-GT001,Firemen's Memorial Garden,DPR,Manhattan,360 East 8th Street,Avenues C & D,10009,1003770011,,,Active,10:00 a.m. - 6:00 p.m.,,,,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,10:00 a.m. - 6:00 p.m.,2,103,MN28 /,26.02,10,74,27,9,-73.978003,40.724275,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF4\x18\xE5\x99\x97~R\xC0\xBB\x27\x0F\x0B\xB5\x5CD@
M297A-GT001,133rd Swing Street Garden,DPR,Manhattan,155 West 133rd Street,Lenox & 7th Avenue,10030,1019180011,,,Active,2:30 p.m. - 5:00 p.m.,7:00 p.m. - 8:00 p.m.,11:00 a.m. - 3:00 p.m.,8:00 a.m. - 12:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 2:00 p.m.,11:00 a.m. - 2:00 p.m.,9,110,MN03 /,226.0,13,70,30,32,-73.943444,40.81375,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE0f\xF1ba|R\xC0]\x8F\xC2\xF5(hD@
M296-GT001,West 132nd Street Garden,DPR,Manhattan,108 West 132nd Street,"Lenox / Adam Clayton Powell, Jr. Blvd.",10027,1019160039,,,Active,12:00 p.m. - 7:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,12:00 p.m. - 7:00 p.m.,12:00 p.m. - 7:00 p.m.,9,110,MN03 /,226.0,13,70,30,32,-73.943149,40.812311,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00T\x90\x9F\x8D\x5C|R\xC0+\x97\x8D\xCE\xF9gD@
MGT028,Parque De Tranquilidad,MLT,Manhattan,314-318 East 4th Street,Avenues C & D,10009,1003730011,,,Active,,,,,,,,2,103,MN28 /,26.01,10,65,27,9,-73.979689,40.721838,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x0F\xD0}9\xB3~R\xC0K\x81\x050e\x5CD@
M268-GT001,El Jardin del Paraiso,DPR,Manhattan,710 East 5th Street,Avenues C & D,10009,1003740014,,,Active,10:00 a.m .- DUSK,CLOSED,10:00 a.m .- DUSK,10:00 a.m .- DUSK,10:00 a.m .- DUSK,10:00 a.m .- DUSK,10:00 a.m .- DUSK,2,103,MN28 /,26.01,10,65,27,9,-73.979198,40.722417,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xC0\x93\x16.\xAB~R\xC0\x85\x89\x06)x\x5CD@
XGT092,Melrose Houses Community Garden - Melrose Houses (NYCHA),NYCHA,Bronx,345 East 153rd Street,Morris Ave and courtland ave,10451,2024130001,1200.0,Partial Lot,Active,Closed,10:00 A.M. - 11:310:00 A.M.- 11:30 A.M & 3:00 P.M – 5:00 PM,10:00 A.M. - 11:310:00 A.M.- 11:30 A.M & 3:00 P.M – 5:00 PM,Closed,1:00 P.M- 4:00 P.M,10:00 A.M. - 11:310:00 A.M.- 11:30 A.M & 3:00 P.M – 5:00 PM,10:00 A.M. - 11:310:00 A.M.- 11:30 A.M & 3:00 P.M – 5:00 PM,17,201,BX34 /,67.0,15,79,29,40,-73.919546,40.820762,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xBAJw\xD7\xD9zR\xC0Y\xE6\xAD\xBA\x0EiD@
XGT021,Bissel Gardens,DOT/MTA,Bronx,4525 Barnes Avenue,from Barnes to Baychester Avenues,10466,2050710025,8447.0,Partial Lot,Active,,,,,,,,11,212,BX62 /,434.0,16,81,36,47,-73.849882,40.899817,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00a\xDDxwdvR\xC0C\xB1\x154-sD@
XGT011,Glover Street Community Garden,NYRP,Bronx,1636 Castle Hill Avenue,Intersection of Castle Hill & Glover Street,10462,2039890011,1209.0,Full Lot,Active,,,,,,,,18,210,BX59 /,206.01,14,87,34,45,-73.852619,40.838594,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB1<HO\x91vR\xC0\x99OV\x0CWkD@
XGT004,Garden Of Youth,PRI,Bronx,2175 Prospect Avenue,E. 182nd Street & Astin Jacobo Way/Prospect Avenue,10457,2030970033,,,Active,,1:00 p.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,15,206,BX17 /,371.0,15,78,32,48,-73.885442,40.84857,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00O \xEC\x14\xABxR\xC0\xF1.\x17\xF1\x9DlD@
XGT003,Clinton Avenue Community Garden,NYRP,Bronx,757 East 179th Street,corner of Prospect Avenue & 179th Street,10457,2030940063,,,Active,,,,,,,,15,206,BX17 /,371.0,15,79,32,48,-73.887991,40.845984,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x1C\x094\xD8\xD4xR\xC07x&4IlD@
X365-GT001,Black Joy Farm,DPR,Bronx,972 Simpson Street,Westchester Ave. and 163rd St.,10459,2027240115,,,Active,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,CLOSED,12:00 p.m. - 5:00 p.m.,CLOSED,12:00 p.m. - 5:00 p.m.,CLOSED,17,202,BX27 /,159.0,14,85,32,41,-73.892573,40.821981,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xBA\x12\x81\xEA\x1FyR\xC0{wd\xAC6iD@
X346-GT001,Hornaday Community Garden,DPR,Bronx,851 Hornaday Place,Mohegan Avenue & Crotona Pkwy,10460,2031190050,,,Active,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,15,206,BX17 /,363.0,15,87,32,48,-73.882538,40.847016,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x8B\xDE\xA9\x80{xR\xC0)\x981\x05klD@
X337-GT001,Latinos Unidos,DPR,Bronx,427 East 157th Street,Elton & Melrose Avenues,10451,2023790030,,,Inactive (Group Forming),,,,,,,,17,201,BX34 /,69.0,15,79,32,40,-73.914125,40.821557,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00/\xDD$\x06\x81zR\xC0cf\x9F\xC7(iD@
X323-GT001,El Batey de Dona Provi,DPR,Bronx,504 East 178th Street,At Bathgate Avenue,10457,2030430057,,,Active,,10:00 a.m. to 6:00 p.m.,10:00 a.m. to 6:00 p.m.,10:00 a.m. to 6:00 p.m.,10:00 a.m. to 6:00 p.m.,10:00 a.m. to 6:00 p.m.,10:00 a.m. to 6:00 p.m.,15,206,BX01 /,395.0,15,86,32,48,-73.896315,40.847974,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x83\xFA\x969]yR\xC0\xDC\xEDzi\x8AlD@
X320-GT001,Jardin de la Familia,DPR,Bronx,1507 Washington Avenue,corner of East 171st Street,10457,2029030037,,,Active,CLOSED,8:00 a.m. - 10:00 a.m. & 4:30 p.m - 6:00 p.m..,8:00 a.m. - 10:00 a.m. & 4:30 p.m - 6:00 p.m..,8:00 a.m. - 10:00 a.m. & 4:30 p.m - 6:00 p.m..,9:00 a.m. - 1:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 3:00 p.m.,16,203,BX01 /,169.0,15,79,32,42,-73.903505,40.837893,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00p\xB1\xA2\x06\xD3yR\xC0\x11F\xEC\x13@kD@
X296-GT001,Taqwa Community Farm,DPR,Bronx,90 W 164th Street,at Ogden,10452,2025110090,12500.0,Full Lot,Active,,3:00 p.m.- 5:00 p.m.,3:00 p.m.- 5:00 p.m.,3:00 p.m.- 5:00 p.m.,,12:00 p.m. - 5:00 p.m.,10:00 a.m. - 6:00 p.m.,16,204,BX26 /,189.0,15,77,29,44,-73.928873,40.832529,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xCCH\xBD\xA7r{R\xC0^\xFCmO\x90jD@
X293-GT001,Garden of Happiness,DPR,Bronx,2160 Prospect Avenue,E 181st & E 182nd Streets,10460,2031100049,,,Active,12:00 p.m. - 5:00 p.m,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,10:00 a.m. - 3:00 p.m,15,206,BX17 /,371.0,15,78,32,48,-73.884968,40.848556,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00k\x80\xD2P\xA3xR\xC0\x8Ci\xA6{\x9DlD@
X266-GT001,Krystal Community Garden,DPR,Bronx,2093 Vyse Avenue,180th St and E. 179th St.  inside Vidalia Park,10460,2031270067,,,Active,CLOSED,CLOSED,9:00 a.m. -2:00 p.m.,CLOSED,CLOSED,CLOSED,10:00 a.m. -3:00 p.m.,15,206,BX17 /,363.0,15,87,32,48,-73.880914,40.843795,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xAB%\x1D\xE5`xR\xC0\xA2\xC3|y\x01lD@
X355-GT001,Leave It Better Community Garden,DPR,Bronx,1974 Grand Avenue,At West Tremont Ave,10453,2028700001,,,Active,,,,,,,,14,205,BX36 /,243.0,13,86,33,46,-73.910507,40.852317,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xDD\xF1&\xBFEzR\xC0\x96i4\xB9\x18mD@
BGT173,Stockholm Street Garden,NYPD (DPR),Brooklyn,143 Stockholm St,Myrtle Avenue & Wilson Avenue,11221,3032450039,2500.0,Full Lot,Active,11:00 a.m. - 5:00 p.m.,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,CLOSED,37,304,BK78 /,421.0,7,53,18,83,-73.923653,40.698978,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x8C\xF6x!\x1D{R\xC0\xCDOq\x1CxYD@
BGT052,6/15 Green Community Garden,BANG,Brooklyn,274 15th Street,6th Avenue and 5th Avenue,11215,3010480034,,,Active,10:00 am - 4:00 pm,,,10:00 am - 12:00 pm,,4:00 pm - 6:00 pm,10:00 am - 4:00 pm,39,307,BK37 /,141.02,10,51,20,72,-73.987406,40.664388,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF3w\xEF\xA81\x7FR\xC0n\xED}\xAA\x0AUD@
BGT033,Bedford Stuyvesant Community Garden (Lola Bryant Comm. Garden),NYRP,Brooklyn,95 Malcolm X Boulevard,Greene & Lexington Avenues,11221,3016220006,3200.0,Full Lot,Active,,,,,,,,36,303,BK35 /,387.0,8,56,25,81,-73.930283,40.690426,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x96A\xB5\xC1\x89{R\xC0q\x27\x11\xE1_XD@
